2022-05-07 14:25:59	0.0224	93596.85	71827.89	1000	8080	Seg4-Frag24
2022-05-07 14:25:59	0.0251	84673.27	75681.51	1000	8080	Seg5-Frag25
2022-05-07 14:26:00	0.0327	48232.83	67446.90	1000	8080	Seg5-Frag26
2022-05-07 14:26:00	0.0158	87274.36	73395.14	1000	8080	Seg5-Frag27
2022-05-07 14:26:03	0.0163	83019.95	76282.58	1000	8080	Seg5-Frag28
2022-05-07 14:26:05	0.0173	90549.05	80562.53	1000	8080	Seg5-Frag29
2022-05-07 14:26:06	0.0163	87858.92	82751.44	1000	8080	Seg5-Frag30
2022-05-07 14:26:07	0.0182	82141.54	82568.47	1000	8080	Seg6-Frag31
2022-05-07 14:26:09	0.0192	85847.05	83552.04	1000	8080	Seg6-Frag32
2022-05-07 14:26:10	0.0142	90633.86	85676.59	1000	8080	Seg6-Frag33
2022-05-07 14:26:12	0.0124	66507.18	79925.77	1000	8080	Seg6-Frag34
2022-05-07 14:26:13	0.0123	67697.68	76257.34	1000	8080	Seg6-Frag35
2022-05-07 14:26:14	0.0128	67298.25	73569.61	1000	8080	Seg6-Frag36
2022-05-07 14:26:15	0.0244	34903.79	61969.87	1000	8080	Seg7-Frag37
2022-05-07 14:26:17	0.0281	30036.71	52389.92	1000	8080	Seg7-Frag38
2022-05-07 14:26:18	0.0130	66653.67	56669.04	1000	8080	Seg7-Frag39
2022-05-07 14:26:19	0.0130	64316.92	58963.41	1000	8080	Seg7-Frag40
2022-05-07 14:26:20	0.0128	67431.77	61503.92	1000	8080	Seg7-Frag41
2022-05-07 14:26:22	0.0257	33272.00	53034.34	1000	8080	Seg7-Frag42
2022-05-07 14:26:23	0.0228	38749.96	48749.02	1000	8080	Seg8-Frag43
2022-05-07 14:26:24	0.0135	74934.37	56604.63	1000	8080	Seg8-Frag44
2022-05-07 14:26:26	0.0167	64173.64	58875.33	1000	8080	Seg8-Frag45
2022-05-07 14:26:27	0.0183	60439.23	59344.50	1000	8080	Seg8-Frag46
2022-05-07 14:26:28	0.0151	66867.96	61601.54	1000	8080	Seg8-Frag47
2022-05-07 14:26:30	0.0177	88467.25	69661.25	1000	8080	Seg8-Frag48
2022-05-07 14:26:31	0.0286	60053.70	66778.99	1000	8080	Seg9-Frag49
2022-05-07 14:26:32	0.0124	99875.22	76707.86	1000	8080	Seg9-Frag50
2022-05-07 14:26:34	0.0238	45072.93	67217.38	1000	8080	Seg9-Frag51
2022-05-07 14:26:35	0.0159	78939.28	70733.95	1000	8080	Seg9-Frag52
2022-05-07 14:26:36	0.0168	75935.12	72294.30	1000	8080	Seg9-Frag53
2022-05-07 14:26:38	0.0179	78714.15	74220.26	1000	8080	Seg9-Frag54
2022-05-07 14:26:39	0.0205	76126.88	74792.24	1000	8080	Seg10-Frag55
2022-05-07 14:26:40	0.0162	72729.86	74173.53	1000	8080	Seg10-Frag56
2022-05-07 14:26:42	0.0108	45301.72	65511.99	1000	8080	Seg10-Frag57
2022-05-07 14:26:43	0.0113	55861.55	62616.86	1000	8080	Seg10-Frag58
2022-05-07 14:26:44	0.0110	50571.50	59003.25	1000	8080	Seg10-Frag59
2022-05-07 14:26:45	0.0119	43635.98	54393.07	1000	8080	Seg10-Frag60
2022-05-07 14:26:46	0.0181	37982.54	49469.91	1000	8080	Seg11-Frag61
2022-05-07 14:26:47	0.0110	58051.19	52044.29	1000	8080	Seg11-Frag62
2022-05-07 14:26:47	0.0129	60704.15	54642.25	1000	8080	Seg11-Frag63
2022-05-07 14:26:47	0.0143	78481.65	61794.07	1000	8080	Seg11-Frag64
2022-05-07 14:26:47	0.0164	72938.60	65137.43	1000	8080	Seg11-Frag65
2022-05-07 14:26:48	0.0184	82628.74	70384.82	1000	8080	Seg11-Frag66
2022-05-07 14:26:50	0.0273	48229.36	63738.18	1000	8080	Seg12-Frag67
2022-05-07 14:26:51	0.0230	42178.90	57270.40	1000	8080	Seg12-Frag68
2022-05-07 14:26:52	0.0172	60706.82	58301.33	1000	8080	Seg12-Frag69
2022-05-07 14:26:54	0.0112	61905.35	59382.53	1000	8080	Seg12-Frag70
2022-05-07 14:26:55	0.0128	53614.52	57652.13	1000	8080	Seg12-Frag71
2022-05-07 14:26:56	0.0135	65982.01	60151.09	1000	8080	Seg12-Frag72
2022-05-07 14:26:57	0.0150	63593.52	61183.82	1000	8080	Seg13-Frag73
2022-05-07 14:26:59	0.0172	74782.11	65263.31	1000	8080	Seg13-Frag74
2022-05-07 14:27:00	0.0199	80382.38	69799.03	1000	8080	Seg13-Frag75
2022-05-07 14:27:01	0.0217	101846.58	79413.30	1000	8080	Seg13-Frag76
